id,sentence,ward_euclidean_cluster
675328906594700993,Emerald Home Furnishings Binetti LoveseatNavy Standard Dark Brown Finish >>> Find out more about the great product at the image link.,1674
675328906594701250,Stainless Steel Folding Kitchen Cart by Storables * Want additional info?,739
675328906594701250,Click on the image.,1607
675328906594701283,Fitnus Chart Flip Chart - 12 Posters in 1 Book:Amazon:Home & Kitchen,603
675328906594701376,A messy ponytail is so much more than just looping dirty hair through a hair tie and rushing out the door.,1388
675328906594701376,"Much like the no-makeup makeup look, which can often take even longer to achieve than an obvious makeup look, a messy ponytail requires time and some skill.",432
675328906594701376,"You’re not looking for a truly messy, “I haven’t showered in a few days and did this in five seconds” hairstyle.",1436
675328906594701376,You’re looking for a “I did this very quickly because I am so busy but look how effortlessly chic I am anyway” ha...,751
675328906594701467,Transpac Wooden Farm Nested Tables Set of 3 ** Read more reviews of the product by visiting the link on the image.,1669
160863017924600054,emily ☼ ☾'s collection!,830
160863017924601171,Trade Show Booth Mockups | #tradeshowmockup | Download: http://graphicriver.net/item/trade-show-booth-mockups/9273909?ref=ksioks,1201
160863017924601260,This design looks very active.,1488
160863017924601260,I feel like the girl in the image is like jumping through or out of the letter.,1146
160863017924601260,"Also, the color used in the background really grabs girls attention.",1051
473018767090600347,DIY Geothermal Heating & Air Installation,1302
492862752954100584,In need of a detox?,851
492862752954100584,Get 10% off your teatox using our discount code…,780
492862752954100629,Minus the heels,687
492862752954100869,Red off the shoulder dress.,210
492862752954101207,For Love and Lemons,398
385198574357000034,Checked Sun Print Thin Jacket,826
385198574357000191,"Under the Acropolis, Plaka, Athens, Picture yourself here with an ATHENS FOOD TOUR from Viator, Get onformation from: http://www.shareasale.com/r.cfm?u=902724&b=132440&m=18208&afftrack=&urllink=www%2Eviator%2Ecom%2FAthens%2Dtours%2FFood%2DTours%2Fd496%2Dg6%2Dc80 #Food Tours Greece #Travel Greece #Greek Food",1366
385198574357001235,Abulon iPhone 5 Case - anthropologie.com #anthrofave,406
385198574357001421,Classic cognac booties with cuffed jeans.,958
230246599676600063,Freya Floppy Hat,815
230246599676600486,The perfect shift dress - a blank canvas for any accessories!,212
230246599676600720,Probably the guy over to the right.,1134
230246599676600720,In the light blue shirt.. he looks nanny qualified,202
230246599676600860,Plum & Bow Mia Medallion Bed-In-A-Bag Snooze Set,1277
230246599676600925,What lace skirt.,720
230246599676601042,Peekstripe Pullover #anthroregistry,1254
418060777892400838,Anthropologie Lace Up Flats,960
418060777892400946,Banners and Labels Sketches #GraphicRiver Set of sketchy/doodle banner and label.,549
418060777892400946,This image is a vector illustration and can be scaled to any size without loss of resolution.,703
418060777892400946,Included are a .eps and hires jpeg file.,1473
418060777892400946,You will need a vector editor such as Adobe Illustrator or Coreldraw to use this file.,1472
418060777892400946,Each object are grouped and background are on separate layer for easy editing.,1351
418060777892400946,All works were created in adobe illustrator.,1279
418060777892400946,Created: 17December12 GraphicsFilesIncluded: JPGImage #VectorEPS #AI...,1194
464715255281501389,All white with a a bit of blush...,976
464715255281501389,"Try also: gold, red, hot pink, or navy por this look",973
346495765052100038,dark brown deep red lowlights in blonde @ Hair Color and Makeover Inspiration.,769
346495765052100038,-brown with blond highlights and a few of this red color as peek a boo highlights?,497
346495765052100174,baby car freshner costume,1075
346495765052100606,"yes, please.",1293
346495765052100606,#shoes #leopard,693
346495765052100661,lovely watch,592
109141990945800096,set of copper plated mixing bowls,555
109141990945800766,black + white striped shirt // black jeans // black + tan sandals,237
486318459739900446,Neutral and black,276
320037117250600117,black + chambray,1298
320037117250600147,Ruffled Halter Maillot - anthropologie.com #anthrofave,406
320037117250600449,Pinterest: Aishahhxo,188
320037117250600552,alexander wang mesh bikini top,546
320037117250600773,Anthropologie Copacati duvet cover on ShopStyle,1192
320037117250601056,In this house repurposed wood wall art,1275
305259680979200052,This is a NEED not a want- lol.,851
305259680979200052,Customize this Date Bangle Bracelet with your anniversary or any significant date.,555
305259680979200052,Such a beautiful piece of jewelry.,856
305259680979200052,Great V-Day gift idea for HER!,896
305259680979200052,{aff},1302
305259680979200128,"""Camo Fashion """,756
305259680979200214,Sleeveless Round Neck Loose Fitting Midi Dress,212
305259680979200353,Romantic Floral Lace Wedding Dress with Flutter Sleeves,215
305259680979200365,autumnal fashion and omgggg thigh gappp #tumblrstyle #teenage,756
305259680979200369,Striped + suede,941
305259680979200822,Super easy to theme!,1352
305259680979200971,This Pin was discovered by Claire (kawaiigirl79).,728
305259680979200971,Discover (and save!),725
305259680979200971,your own Pins on Pinterest.,730
410390584780500184,Love these dark purple with a grey tone to them Winter Nails - http://amzn.to/2iDAwtQ,525
410390584780500584,Feminine lace bralette and a light sweater for spring time transitional weather,960
410390584780500683,"Street style, casual outfit, sexy outfit, spring chic, summer chic, glasses, Calvin Klein top",750
410390584780501074,I so want a wrap bikini for this summer!,762
410390584780501191,String Printed Strappy Bikini Set - BLUE M,544
56083957838400394,Lace Dresses For Women | Black And White Lace Dresses Fashion Style Online | ZAFUL,150
56083957838400899,#AGAIN crop sweater + #topshop jeans,234
56083957838400928,black and white Nike shoes,232
56083957838400955,Just for lazy days,1436
56083957838400986,Pinterest ➡ @PrettyLittleThings,188
56083957838400989,Boho halter top,257
56083957838401006,Pinterest: AlwaysAyris❁,188
56083957838401184,Manchester Tall Boot,682
56083957838401223,Love that bathing suit,1145
56083957838401345,love this outfit,166
56083957838401352,minimalist & chic,751
56083957838401377,FP Beach Womens Mad Cool Skirt,39
563935184574900364,This stuff works miracles when trying to increase your low breast milk production.,1294
563935184574900364,Great way to get your milk supply up in just a few days!,1365
563935184574900677,Super cute and comfortable leggings with lattice detail.,787
563935184574900677,Zella 'Lattice' Crop Leggings,261
563935184574900717,I love these lulu lemon shorts.,398
563935184574900717,I really need a pair like this.,430
563935184574901184,$18.49 Loose-FittingCold Shoulder Sweater COFFEE: Sweaters | ZAFUL,672
563935184574901442,I love this whole outfit!,166
563935184574901442,I've been trying to find a way to wear a vest (need to also actually get one first!),1365
563935184574901442,but love how this one is paired.,464
372672937886100082,www.cookincanuck.com/2013/07/sweet-nectarine-crostini-rec...   (1000 Healty Recipes) Healthy food food for athletes fat burning http://9nl.me/isap/,842
372672937886100083,www.cookincanuck.com/2013/08/easy-grilled-salmon-recipe-f...   (1000 Healty Recipes) Healthy food food for athletes fat burning http://9nl.me/isap/,842
372672937886100087,"From the upcoming book, Paleo Fitness by Darryl Edwards, Brett Stewart, & Jason Warner, with recipes and meal plan by Corey Irwin.",1059
372672937886100087,Try the recipe for FREE here.,913
372672937886100087,"To receive the latest recipes, follow the Cooking with Corey Facebook page &/or the blog (1000 Healty Recipes) Healthy food food for athletes fat burning http://9nl.me/isap/",842
372672937886100094,"Sports Nutrition for Endurance Athletes provides sound nutrition guidelines to boost athletic performance in seven of the most popular endurance sports, including cycling, triathlon, running, swimming, and rowing.",779
372672937886100094,(1000 Healty Recipes) Healthy food food for athletes fat burning http://9nl.me/isap/,842
372672937886100098,Excess fat burning smoothies are proving to be successful for productive bodyweight loss.,1370
372672937886100098,"Not only do excess fat burning drinks aid you drop bodyweight, in addition they supply muscle-creating protein and crucial vitamins and minerals.",1371
372672937886100098,In addition t (1000 Healty Recipes) Healthy food food for athletes fat burning http://9nl.me/isap/,842
372672937886100101,Unwanted fat reduction smoothies are turning out to be powerful with regard to fat loss accomplishment ..,1370
372672937886100101,"In addition unwanted fat reduction fruit smoothies support you lose unwelcome fat, moreover, they give muscle mass-constructing protein and vita (1000 Healty Recipes) Healthy food food for athletes fat burning http://9nl.me/isap/",841
372672937886100103,Body fat decreasing shakes are turning out to be efficient with regard to excess weight reduction achievement ..,1370
372672937886100103,"In addition body fat decreasing shakes assist you trim down, in addition they offer muscle mass-developing protein and important nutritio (1000 Healty Recipes) Healthy food food for athletes fat burning http://9nl.me/isap/",842
372672937886100106,Fat reduction smoothies are turning out to be powerful with regard to fat loss accomplishment ..,1370
372672937886100106,"In addition fat reduction fruit smoothies support you fall some fat, moreover, they give muscle mass-constructing protein and vital vitamins and minerals (1000 Healty Recipes) Healthy food food for athletes fat burning http://9nl.me/isap/",841
154107618475900250,healthy lunches,1302
154107618475900254,Vince Camuto 'Geo Stripe' Maxi Dress | #Nordstrom,219
154107618475901098,my style to a T,153
154107618475901297,prettylittlethingstiff: Tumblr | fashion quotes | via Tumblr on @We Heart It.com - http://whrt.it/11jhTZ0,1160
154107618475901396,Jeffrey Campbell + Free People Andra Kitten Heel,956
274086327301500388,Lily Lace Blouse,902
274086327301500460,Brick walls and gorgeous rugs.,977
274086327301500570,Love these heels,687
274086327301500919,"Laser cut, green leather, peekaboo toe, stacked heels with ankle strap",690
67976275604400332,cute outfit for disney without wearing one of those princess dresses and getting too hot.,157
67976275604400642,Hashi Horn Earrings,862
67976275604400781,Pommed Lace Top #anthrofave,257
67976275604401287,#anthrofave #anthroplogie,403
241505598738201003,Beautiful.,529
241505598738201003,Jonathan Saunders for Smythson two-tone leather Panama diary,1357
570057265316700236,Howsty Leyla Low Booties Neutral Motif #anthroregistry,1283
570057265316700631,Chie Mihara sold by Anthropologie  Bandera Oxford Heels,687
570057265316700941,Free People.,1450
570057265316701101,chambray shirt + converse,1170
570057265316701270,light wash denim.,1199
570057265316701270,leather jacket.,291
570057265316701270,plaid shirt.,945
570057265316701495,Lamark is a minimal and creative way for your next project.,1365
570057265316701495,"It’s simple, minimalist and looks great on any mobile device.",419
358317714085400372,Cross-Back Striped Seersucker Dress for Baby,898
358317714085400719,"Shopping on the store www.diybrands.co Skype: diybrands.diybrands Email: diybrands.wholesale@gmail.com (high quality replicas wholesaler) includes LV,Gucci,Dior,Adidas,Nike,MK,D&G,Burberry,A&F,Hermes,Prada,Coach and so on.",409
358317714085400974,acai smoothie,1302
358317714085401215,ASOS Washed Casual Pants with Poppers,909
358317714085401222,If you need longer thicker eyelashes without falsies or extensions checkout www.miaadora.com,851
798826052626900026,Fall - Black Knit Crop Top and Black High Waisted Skinny Jeans,667
798826052626900033,"Fashion - White Knee-Ripped Denim Jeans, adidas Superstar Originals Shoes & Baby Pink Knitted Jacket/Top",238
798826052626900550,Simply Brown Menu + Business Card - Food Menus Print Templates Download here : https://graphicriver.net/item/simply-brown-menu-business-card/19259645?s_rank=82&ref=Al-fatih,346
798826052626901010,Cool Porsche 2017: Porsche GT3 RS...  Autos Check more at http://carsboard.pro/2017/2017/01/19/porsche-2017-porsche-gt3-rs-autos/,1078
798826052626901165,Shop most popular USA Marvel Scarlet Spider-man global shipping items on Amazon by clicking visit!,1596
798826052626901263,Shop Most Popular USA Marvel Iron Man Global Shipping Items On Amazon.,1596
798826052626901263,||| Subscribe ||| https://www.youtube.com/channel/UCYQJQ1Bou-DYSxn3fMKa_Lw ||| like to facebook deckroyale ^_^,430
